coauthor	all_isiks	all_viafs	localid
$aNormak, Artur-Bernhard,$d1895-1941	ISIK2448	http://viaf.org/viaf/288149544561800490008	1605
$aBrandt, Aleksander Eduard,$d1856-1909	ISIK245	http://viaf.org/viaf/36149542633100301074	1607
$aBrandt, Eduard,$d1839-1891	ISIK245	http://viaf.org/viaf/36149542633100301074	1607
$aNormann, Herbert,$d1897-1961	ISIK2451	http://viaf.org/viaf/3855149544589800490007	1609
$aNormann, P	ISIK2453	""	1611
$aNormann, Vilhelm,$d1812-1906	ISIK2454	http://viaf.org/viaf/84149542939800302719	1612
$aBrandt Friedrich,$d1830-1890	ISIK246	http://viaf.org/viaf/8149542770100301296	1618
$aBrandt, A. F	ISIK246	http://viaf.org/viaf/8149542770100301296	1618
$aBrandt, Alfred	ISIK246	http://viaf.org/viaf/8149542770100301296	1618
$aBrandt, Friedrich,$d1830-1890	ISIK246	http://viaf.org/viaf/8149542770100301296	1618
$aPae, Ahti,$d1919-1987	ISIK2468	http://viaf.org/viaf/25155464852802042266	1627
$aPaju, G.	ISIK2477	""	1637
$aNormann, Johannes,$d1875-u.1934	ISIK2480	http://viaf.org/viaf/8606149544626300490004	1641
$aPõhjalane, J.,$cpseud.,$d1875-u.1934	ISIK2480	http://viaf.org/viaf/8606149544626300490004	1641
$aOkas, Martin,$d1864-1946	ISIK2483	""	1644
$aOks, Jaan,$d1884-1918	ISIK2485	http://viaf.org/viaf/61961705	1646
$aOksa, Arnold,$d1895-?	ISIK2486	""	1647
$aOlak, P.	ISIK2488	http://viaf.org/viaf/12149542592300300717	1649
$aOlak, Paul,$d1880-1946	ISIK2488	http://viaf.org/viaf/12149542592300300717	1649
$aPaklar, Ernst,$d1908-1950	ISIK2489	http://viaf.org/viaf/2643149544580200490006	1650
$aPaklar, Karl	ISIK2490	""	1652
$aPalgi, Daniel,$d1899-1988	ISIK2492 ISIK2493	http://viaf.org/viaf/201781349	1654
$aPalk, Karl,$d1871-1950	ISIK2496	http://viaf.org/viaf/2724149544580700490006	1657
$aPalm, August,$d1902-1972	ISIK2500	http://viaf.org/viaf/66918898	1663
$aPalm, Hans,$d1883-?	ISIK2501	""	1664
$aPalm, Johannes,$d1894-1970	ISIK2502	http://viaf.org/viaf/8152380106701762936	1665
$aPalm, Liidia,$d1907-1991	ISIK2503	""	1666
$aPalm, M.	ISIK2504	""	1667
$aOlbrei, Fred,$d1893-1972	ISIK2508	http://viaf.org/viaf/3934147373414941580005	1671
$aOle, Eduard,$d1898-1995	ISIK2510 VEPER2080	http://viaf.org/viaf/118490047	1674
$aOlesk, Lui,$d1876-1932	ISIK2511	http://viaf.org/viaf/4948149544598000490009	1675
$aOlt-Ojasalu, Arvo,$d1881-1949	ISIK2517	http://viaf.org/viaf/1975149544574900490000	1681
$aOlup, Friedrich,$d1909-?	ISIK2518	""	1682
$aBrede, Herbert,$d1888-1942	ISIK252	http://viaf.org/viaf/2547149544579500490009	1684
$aOras, Ants,$d1900-1982	ISIK2523	http://viaf.org/viaf/112033972	1688
$aOrav, Villem,$d1883-1952	ISIK2528	""	1693
$aPalu, Kristjan	ISIK2533	""	1699
$aPaluteder, Arnold-Johannes,$d1911-1991	ISIK2534	""	1700
$aPalvadre, Jakob,$d1889-1936	ISIK2535	http://viaf.org/viaf/1744147484231949360004	1701
$aParis, Rudolf,$d1896-1973	ISIK2539 VEPER3721	http://viaf.org/viaf/38392408	1705
$aBrever, F	ISIK254	""	1706
$aBrever, F.	ISIK254	""	1706
$aParmi, Sergei,$d1861-?	ISIK2543	http://viaf.org/viaf/6149542904500302542	1710
$aParming, Bernhard	ISIK2544	""	1711
$aPart, Michael	ISIK2546	""	1713
$aParts, Kaarel,$d1873-1940	ISIK2548	http://viaf.org/viaf/4352149544593500490001	1715
$aParv, Aleksander,$d1878-1949	ISIK2550	http://viaf.org/viaf/232149542573700300066	1718
$aPaslack, Heinrich Ewald,$d1840-1923	ISIK2551	""	1719
$aPast, Evald,$d1900-1991	ISIK2552 ISIK7009	http://viaf.org/viaf/169282457	1720
$aPastak, Arnold$c(ajakirjanik)	ISIK2553	""	1721
$aOrgusaar, Jüri,$d1857-1912	ISIK2555	http://viaf.org/viaf/28149542585300300494	1723
$aOrgussaar, Dionyssi,$d1887-1941	ISIK2556	http://viaf.org/viaf/30147370698241442056	1724
$aBrinkmann, Erna,$d1899-1967	ISIK256	http://viaf.org/viaf/1180149544568700490009	1728
$aOrra, J.	ISIK2561	""	1730
$aOrul, Alex.	ISIK2566	""	1735
$aOrviku, Karl,$d1903-1981	ISIK2567	http://viaf.org/viaf/209243410	1736
$aOskar, Karl	ISIK2571	""	1741
$aOssip, August	ISIK2573	""	1743
$aOstrat, Hindrik,$d1871-1940	ISIK2576	""	1746
$aPeerna, Agu,$d1904-1950	ISIK2578	http://viaf.org/viaf/4600149544595600490007	1748
$aPeet, Ado,$d1853-1913	ISIK2579	http://viaf.org/viaf/75149542872200302227	1749
$aBruhns, Emil Johann Heinrich,$d1843-1928	ISIK258	""	1750
$aPeet, J.	ISIK2580	""	1751
$aPeiker, K	ISIK2589	""	1760
$aPeiker, Karl Johannes,$d1905-1943	ISIK2589	""	1760
$aPeil, Voldemar,$d1907-1999	ISIK2592	http://viaf.org/viaf/18850563	1764
$aPeipman, Jaan	ISIK2593	""	1765
$aLinnankoski, Johannes,$cpseud.,$d1869-1913	ISIK2598	http://viaf.org/viaf/31999439	1770
$aPeltonen, Viktori	ISIK2598	http://viaf.org/viaf/31999439	1770
$aBornhöhe, Eduard,$cpseud.,$d1862-1923	ISIK260	http://viaf.org/viaf/59229274	1773
$aBornhöhe,Eduard,$cpseud.,$d1862-1923	ISIK260	http://viaf.org/viaf/59229274	1773
$aPenno, Rudolf,$d1896-1951	ISIK2601	http://viaf.org/viaf/4801149544597200490007	1775
$aPenttilä, Aarni,$d1899-1971	ISIK2603	""	1777
$aPalvadre, Anton,$d1886-1942	ISIK2604	http://viaf.org/viaf/6241147484296949360008	1778
$aParijõgi, Jüri,$d1892-1941	ISIK2605	http://viaf.org/viaf/7506484	1779
$aParikas, Johannes,$d1880-1958	ISIK2606	http://viaf.org/viaf/4808149296241080670005	1780
$aParrest, Harald,$d1904-1956	ISIK2607	http://viaf.org/viaf/11149542791300301597	1781
$aBrunberg, Oskar,$d1863-1907	ISIK261	http://viaf.org/viaf/303487407	1784
$aPerandi, Adolf,$d1903-1983	ISIK2610	http://viaf.org/viaf/56995402	1785
$aPerandi, Liisa,$d1879-1946	ISIK2612	http://viaf.org/viaf/6673541	1787
$aPerli, August,$d1871-1935	ISIK2613	http://viaf.org/viaf/4517149544594800490000	1788
$aPermann, Jakob,$d?-1881	ISIK2614	http://viaf.org/viaf/8149542819900301988	1789
$aPert, Andres,$d1865-1919	ISIK2615	http://viaf.org/viaf/30147481426449241792	1790
$aPetenberg, Johann Daniel,$d1830-1858	ISIK2622	http://viaf.org/viaf/9149542580300300421	1798
$aPetenberg, Johann Daniel,$d1830-1958	ISIK2622	http://viaf.org/viaf/9149542580300300421	1798
$aPetersell, A	ISIK2623	""	1799
$aPeterson, Adam,$d1838-1918	ISIK2625	http://viaf.org/viaf/305091824	1801
$aPeterson, E	ISIK2626	""	1802
$aPeterson, Ilmar,$d1907-1983	ISIK2628	http://viaf.org/viaf/17149542912700302286	1804
$aUkukivi, I. P.,$cpseud.,$d1908-1983	ISIK2631	http://viaf.org/viaf/7257149544615800490002	1808
$aPaucker, Eduard,$d1843-1921	ISIK2632	http://viaf.org/viaf/5244147967362784200001	1809
$aPaulmeister, Artur,$d1873-1924	ISIK2635	http://viaf.org/viaf/8149542964300302810	1812
$aPedajas, Marje,$d1895-1992	ISIK2643	http://viaf.org/viaf/103716971	1821
$aPeterson, Otto,$d1880-1929	ISIK2646	http://viaf.org/viaf/9149542589400300700	1824
$aPeterson, Peeter,$d1898-?	ISIK2647	""	1825
$aNärep, Egon,$cpseud.,$d1893-1959	ISIK2651	http://viaf.org/viaf/32113659	1830
$aVallak, Peet,$cpseud.,$d1893-1959	ISIK2651	http://viaf.org/viaf/32113659	1830
$aPert, Jaan,$d1899-1953	ISIK2659	http://viaf.org/viaf/6055149544606600490008	1838
$aOstrat, Mihael,$d1891-?	ISIK2661	""	1841
$aOstrov, Mihkel,$d1863-1940	ISIK2662	http://viaf.org/viaf/78149542634900301023	1842
$aOsvet, Konstantin,$d1889-1946	ISIK2663	http://viaf.org/viaf/9165149544630100490002	1843
$aSalmi-Jaak,$cpseud.,$d1889-1946	ISIK2663	http://viaf.org/viaf/9165149544630100490002	1843
$aPihlak, Eduard,$d1888-?	ISIK2667	""	1847
$aPrüller, Kristjan,$d1877-1950	ISIK267	http://viaf.org/viaf/9279149544630800490004	1850
$aPihlakas, Gustav,$d1864-1937	ISIK2671	http://viaf.org/viaf/7076149544614600490009	1852
$aPihlakas, Nikolai Konstantin,$d1897-1992	ISIK2672	""	1853
$aTruupõld, Irma,$cpseud.,$d1903-1980	ISIK2674	http://viaf.org/viaf/67084555	1855
$aOtsing, Gustav,$d1879-1922	ISIK2680	""	1862
$aOtsing, Johannes,$d1891-1924	ISIK2681	http://viaf.org/viaf/44152380053801762014	1863
$aOtstavel, Jaan,$d1843-1889	ISIK2684	http://viaf.org/viaf/15149542969700302841	1866
$aOttender, Jaak,$d1893-1972	ISIK2687	""	1869
$aOttenson, Hilda,$d1896-1990	ISIK2688	http://viaf.org/viaf/11149542894900302446	1870
$aBuck, Joh	ISIK269	""	1872
$aBuck, Johannes	ISIK269	""	1872
$aAdson, Artur,$d1889-1977	ISIK2692 VEPER1761	http://viaf.org/viaf/39493047	1875
$aBollmann, Peeter,$cpseud.,$d1889-1977	ISIK2692 VEPER1761	http://viaf.org/viaf/39493047	1875
$aPiir, Enno,$d1910-2006	ISIK2698	http://viaf.org/viaf/38576063	1881
$aAder, Karl,$d1903-1993	ISIK27	http://viaf.org/viaf/28146332913518732229	1883
$aBuk, Villem,$d1879-1941	ISIK270	http://viaf.org/viaf/24146574842238150635	1884
$aMen, A.,$cpseud.,$d1879-1941	ISIK270	http://viaf.org/viaf/24146574842238150635	1884
$aSarapuu, Siimon,$cpseud.,$d1879-1941	ISIK270	http://viaf.org/viaf/24146574842238150635	1884
$aPrümmel, Joosep,$d1883-1946	ISIK2702	http://viaf.org/viaf/18149542966200302861	1887
$aPukits, Mart,$d1874-1961	ISIK2705	http://viaf.org/viaf/10145243767674441443	1890
$aPuksoo, Friedrich,$d1890-1969	ISIK2707	http://viaf.org/viaf/54953862	1892
$aPullisaar, Jaan,$d1880-?	ISIK2710	http://viaf.org/viaf/12149542573300300182	1896
$aPulst, A	ISIK2711	http://viaf.org/viaf/53620551	1897
$aPulst, August,$d1889-1977	ISIK2711	http://viaf.org/viaf/53620551	1897
$aPung, Mihkel,$d1876-1941	ISIK2713	http://viaf.org/viaf/6958149544613700490001	1899
$aPunisson, Jaan,$d1871-?	ISIK2714	http://viaf.org/viaf/56149542575000300201	1900
$aPuru, Martin	ISIK2716	""	1902
$aPuskar, L	ISIK2717	""	1903
$aPusta, Kaarel Robert,$d1883-1964	ISIK2718 VEPER1649	http://viaf.org/viaf/116457883	1904
$aPuu, Gustav,$d1901-1992	ISIK2722	""	1909
$aPiiskar, Jaan,$d1883-1941	ISIK2725	http://viaf.org/viaf/6719147484254149360006	1912
$aBusch, August,$d1868-1923	ISIK273	http://viaf.org/viaf/3001149544583100490001	1917
$aPill, August,$d1892-1973	ISIK2732	http://viaf.org/viaf/161147481529549242924	1920
$aPill, Mihkel,$d1884-1951	ISIK2734	http://viaf.org/viaf/8722147484307849360004	1922
$aPiip, Ants,$d1884-1942	ISIK2741	http://viaf.org/viaf/66177980	1930
$aPilski, Pjotr,$d1879-1941	ISIK2743	http://viaf.org/viaf/227395321	1932
$aPinkovski, Karl Friedrich,$d1875-1930	ISIK2744	""	1933
$aPipar, Jaan	ISIK2748	""	1937
$aPitsahl, Harald C	ISIK2753	""	1943
$aPlukk, J.	ISIK2758	""	1948
$aPitka, Johan,$d1872-1944	ISIK2763	http://viaf.org/viaf/266375914	1954
$aAnsomardi,$cpseud.,$d1866-1915	ISIK2766	http://viaf.org/viaf/125149544560500490001	1957
$aEllor, Elmo,$cpseud.,$d1907-1986	ISIK2767	http://viaf.org/viaf/9964006	1958
$aPloompuu, Jakob,$d1872-1948	ISIK2768	http://viaf.org/viaf/154149542898800302481	1959
$aPloompuu, Johan,$d1867-1943	ISIK2769	http://viaf.org/viaf/12149542624200300997	1960
$aBuxhoeveden, Dietrich von,$d1883-1960	ISIK277	http://viaf.org/viaf/8854149544627900490001	1961
$aPomm, Valentin,$d1905-1972	ISIK2771	""	1963
$aPomm, Valentin,$d1905-?	ISIK2771	""	1963
$aPool, Theodor,$d1890-1942	ISIK2775	http://viaf.org/viaf/70703119	1967
$aPoom, Viktor,$d1896-1941	ISIK2777	http://viaf.org/viaf/13149542588500300670	1969
$aBökler, Eduard,$d1892-1968	ISIK278	http://viaf.org/viaf/1149542815600301872	1972
$aPort, Jaan,$d1891-1950	ISIK2780	http://viaf.org/viaf/2532147605348657760000	1973
$aPoska, Jaan,$d1866-1920	ISIK2781	http://viaf.org/viaf/265797545	1974
$aPotapenko, Ignati,$d1856-1929	ISIK2784	""	1977
$aPranspill, Andres,$d1887-1968	ISIK2788	http://viaf.org/viaf/283504311	1981
$aPrants, Anna Mathilde,$d1875-1943	ISIK2789	""	1982
$aPrants, Hindrik,$d1858-1932	ISIK2791	http://viaf.org/viaf/59523855	1985
$aPravdin, Boriss,$d1887-1960	ISIK2798	http://viaf.org/viaf/161657971	1992
$aPromet, Aleksander,$d1879-1938	ISIK2810	http://viaf.org/viaf/3006147605351357760008	2007
$aPruuden, Salme,$d1896-1993	ISIK2814 VEPER2615	http://viaf.org/viaf/93062045	2011
$aPõdder, Maximilian,$d1852-1905	ISIK2823	http://viaf.org/viaf/38942996	2021
$aPõld, Agu,$d1909-1966	ISIK2829	http://viaf.org/viaf/5850147605367957760003	2027
$aCederberg, A. R.,$d1885-1948	ISIK283	http://viaf.org/viaf/78050768	2028
$aPõllusaar, August,$d1876-1939	ISIK2830	http://viaf.org/viaf/23149542594500300748	2029
$aPõrk, Aleksander,$d1873-1933	ISIK2833	http://viaf.org/viaf/3759149544588900490006	2032
$aPährmann, Laos,$d1865(?)-1900	ISIK2836	""	2035
$aPährmann, Laos,$d1865?-1900	ISIK2836	""	2035
$aPährmann, Laos,$du.1865-1900	ISIK2836	""	2035
$aAngervaks, Hugo,$cpseud.,$d1903-1989	ISIK2837	http://viaf.org/viaf/315533171	2036
$aPäll, Eduard,$d1903-1989	ISIK2837	http://viaf.org/viaf/315533171	2036
$aSepik, Siim,$cpseud.,$d1903-1989	ISIK2837	http://viaf.org/viaf/315533171	2036
$aPärn, Jakob,$d1843-1916	ISIK2842	http://viaf.org/viaf/96728681	2042
$aPärnpuu, Georg,$d1909-1985	ISIK2846	http://viaf.org/viaf/66149542777800301305	2046
$aChristoph, Theodor,$d1840-1927	ISIK285	http://viaf.org/viaf/12152380005701761382	2050
$aPäss, Elmar,$d1901-1970	ISIK2852	http://viaf.org/viaf/28117866	2053
$aPõld, Harald,$d1874-1939	ISIK2853	http://viaf.org/viaf/156147602572357642212	2054
$aPõld, Helmi,$d1882-1969	ISIK2854 VEPER1017	http://viaf.org/viaf/77548035	2055
$aPõld, Peeter,$d1878-1930	ISIK2856	http://viaf.org/viaf/44293452	2057
$aPõldema, Jaan	ISIK2858	http://viaf.org/viaf/16149542895000302449	2059
$aPõlder, Voldemar,$d1903-1984	ISIK2859	http://viaf.org/viaf/40149542898200302473	2060
$aPõldmaa, Kustas,$d1897-1977	ISIK2860	http://viaf.org/viaf/202154054	2062
$aPäss, Max-Emil,$d1896-1977	ISIK2861 VEPER3725	http://viaf.org/viaf/306208153	2063
$aPäts, Konstantin,$d1874-1956	ISIK2863	http://viaf.org/viaf/39521375	2065
$aPäts, Nikolai,$d1871-1940	ISIK2865	http://viaf.org/viaf/3681149544588100490005	2067
$aPäts, Peeter,$d1880-1942	ISIK2866	http://viaf.org/viaf/4302149544593200490001	2068
$aPäts, Riho,$d1899-1977	ISIK2867	http://viaf.org/viaf/11536469	2069
$aPäts, Voldemar,$d1878-1958	ISIK2868 VEPER3158	http://viaf.org/viaf/305153991	2070
$aHans Rooskaja,$cpseud.,$d1875-1938	ISIK2872	http://viaf.org/viaf/45703614	2075
$aPöögelmann, Hans,$d1875-1938	ISIK2872	http://viaf.org/viaf/45703614	2075
$aPiirkop, Helmut,$d1905-1974	ISIK2875 VEPER1176	http://viaf.org/viaf/163883154	2078
$aRahkama, Aleksander,$cpseud.,$d1905-1974	ISIK2875 VEPER1176	http://viaf.org/viaf/163883154	2078
$aPüüd, Mihkel	ISIK2877	http://viaf.org/viaf/99149542640700301055	2080
$aRaadik, Algus,$d1906-1964	ISIK2878	http://viaf.org/viaf/882147425878045040000	2081
$aRaag, Arno,$d1904-1985	ISIK2879	http://viaf.org/viaf/33288537	2082
$aRaamot, Jaan,$d1873-1927	ISIK2882	http://viaf.org/viaf/81679552	2086
$aRaatma, Ernst,$d1891-1959	ISIK2883	http://viaf.org/viaf/17149542867600302239	2087
$aPõldmäe, Julius,$d1911-2007	ISIK2887	http://viaf.org/viaf/41046385	2091
$aPõldmäe, Rudolf,$d1908-1988	ISIK2889	http://viaf.org/viaf/11116346	2093
$aPõldroos, Priit,$d1902-1968	ISIK2891	http://viaf.org/viaf/235840645	2096
$aRahamägi, Henno,$d1907-1941	ISIK2894	http://viaf.org/viaf/191625442	2099
$aRahamägi, Hugo Bernhard,$d1886-1941	ISIK2895	http://viaf.org/viaf/26866971	2100
$aRahamägi, Johannes Adolf,$d1883-1916	ISIK2896	http://viaf.org/viaf/118149542582700300283	2101
$aRahamägi, Johannes Adolf,$d1883-1916?	ISIK2896	http://viaf.org/viaf/118149542582700300283	2101
$aRaid, Hermann,$d1878-1965	ISIK2898	http://viaf.org/viaf/26153409663441580646	2103
$aRaidla, Villem,$cpseud.,$d1884-1937	ISIK2900	http://viaf.org/viaf/42149542587500300625	2107
$aRajalo, V	ISIK2903	""	2110
$aRajamaa, Herman,$d1902-1987	ISIK2904 VEPER3406	http://viaf.org/viaf/616147425877245040007	2111
$aRajestik, Johann	ISIK2907	""	2114
$aRakles, Voldemar,$d1889-?	ISIK2908	""	2115
$aRamul, Peeter,$d1881-1931	ISIK2913	http://viaf.org/viaf/77317098	2121
$aRandalu, Adam,$d1890-1966	ISIK2917	http://viaf.org/viaf/2536149544579200490003	2125
$aRandmaa, Gustav,$d1894-1941	ISIK2919	http://viaf.org/viaf/91149542582200300283	2127
$aDadašev, A. G.	ISIK292	""	2128
$aRandvee, Gaston Osvald,$d1907-1998	ISIK2920	http://viaf.org/viaf/31149542580900300425	2129
$aSillaots, Marta,$cpseud.,$d1887-1969	ISIK2924	http://viaf.org/viaf/3193540	2133
$aRannit, Aleksis,$d1914-1985	ISIK2926 VEPER1742	http://viaf.org/viaf/5010571	2135
$aRannus, Voldemar Andres,$d1880-1944	ISIK2927	""	2136
$aDahl, Harald Victor,$d1895-1941	ISIK293	""	2139
$aRattur, Villem,$d1852-1912	ISIK2932	http://viaf.org/viaf/4330149544593400490008	2142
$aSaarlane,$cpseud.,$d1852-1912	ISIK2932	http://viaf.org/viaf/4330149544593400490008	2142
$aRaud, Arnold,$d1901-1962	ISIK2935	http://viaf.org/viaf/2001147665861260670009	2145
$aRaud, Kristjan,$d1865-1943	ISIK2938	http://viaf.org/viaf/68984853	2148
$aMetslaps,$cpseud.,$d1903-1984	ISIK2939	http://viaf.org/viaf/27189648	2149
$aRaud, Liis,$d1903-1984	ISIK2939	http://viaf.org/viaf/27189648	2149
$aRaud, Mart,$d1903-1980	ISIK2940	http://viaf.org/viaf/70398543	2151
$aSarapik, Villem,$cpseud.,$d1903-1980	ISIK2940	http://viaf.org/viaf/70398543	2151
$aRaud, Märt,$d1878-1952	ISIK2941	http://viaf.org/viaf/44149542574900300195	2152
$aRaud, Märt,$d1881-1980	ISIK2942	http://viaf.org/viaf/27483658	2153
$aRaud, Paul,$d1865-1930	ISIK2943	http://viaf.org/viaf/12633634	2154
$aRaud, Villem	ISIK2944	""	2155
$aRaudkepp, Aleksander Friedrich,$d1849-1935	ISIK2946	http://viaf.org/viaf/12152379992701760081	2157
$aRaudma, Jaan,$d1867-?	ISIK2949	http://viaf.org/viaf/6149542929700302531	2160
$aDaniel, Adolf	ISIK295	""	2161
$aMadaras, J.,$cpseud.,$d1899-1947	ISIK2953	http://viaf.org/viaf/508146634264941930749	2165
$aRaudsepp, Ernst,$d1899-1947	ISIK2953	http://viaf.org/viaf/508146634264941930749	2165
$aRaudsepp, Harald,$d1903-1995	ISIK2954 VEPER1811	http://viaf.org/viaf/4717147665875160670009	2166
$aRaudsepp, Johannes,$d1858-1933	ISIK2956	http://viaf.org/viaf/26152380098701762562	2168
$aRaudsepp, Juhan,$d1896-1984	ISIK2957	""	2169
$aDaniel, Gustav,$d1855-1893	ISIK296	http://viaf.org/viaf/56149542574100300210	2172
$aRaudsepp, Vladimir,$d1907-1998	ISIK2960	http://viaf.org/viaf/305088626	2173
$aRauk, Johan	ISIK2966	""	2179
$aRaun, Alo,$d1905-2004	ISIK2967 VEPER12	http://viaf.org/viaf/108820247	2180
$aDaniel, Oskar,$d1874-1945	ISIK297 VEPER2604	http://viaf.org/viaf/6759541	2183
$aRea, Boris,$d1898-1971	ISIK2972	""	2186
$aRebane, Aleksander,$d1868-1926	ISIK2974	""	2188
$aRebane, Hans,$d1882-1961	ISIK2976 VEPER1653	http://viaf.org/viaf/5119149544599700490001	2190
$aRebane, Hugo,$d1904-1946	ISIK2978	http://viaf.org/viaf/5040149544598900490001	2192
$aRebane, Ilmar,$d1912-1995	ISIK2979	http://viaf.org/viaf/60386445	2193
$aRebane, Jaan,$d1879-1929	ISIK2980	""	2195
$aRebane-Sild, Johanna,$d1882-1946	ISIK2981	http://viaf.org/viaf/9730149544634300490004	2196
$aRebane, Juta,$d1908-1941	ISIK2982	http://viaf.org/viaf/201149542829400301913	2197
$aRebane, Jüri,$d1915-2006	ISIK2983	http://viaf.org/viaf/2481153411871941700002	2198
$aRebane, Salme,$d1905-?	ISIK2986	""	2201
$aRebane, V	ISIK2987	""	2202
$aRebmann, S. A	ISIK2990	""	2206
$aRedlich, Carl Martin,$d1853-1896	ISIK2992	http://viaf.org/viaf/37149542898100302471	2208
$aReek, Nikolai,$d1890-1942	ISIK2993	http://viaf.org/viaf/30145304830578610601	2209
$aReesen, Johannes,$d1900-1937	ISIK2997	""	2213
$aReevits, J., raamatu- ja seemnekauplus (Viljandi?)	ISIK2998	""	2214
$aReevits, Jaak,$d1866-1962	ISIK2998	""	2214
$aAamisepp, Julius,$d1883-1950	ISIK3	http://viaf.org/viaf/6338149544608900490008	2216
$aGori,$cpseud.,$d1894-1944	ISIK30	http://viaf.org/viaf/33891816	2217
$aJorss,$cpseud.,$d1894-1944	ISIK30	http://viaf.org/viaf/33891816	2217
$aRei, August,$d1886-1963	ISIK3001 VEPER1654	http://viaf.org/viaf/10860024	2220
$aReial, A.,$cpseud.,$d1886-1963	ISIK3001 VEPER1654	http://viaf.org/viaf/10860024	2220
$aRei, Ferdinand	ISIK3002	http://viaf.org/viaf/8193149544623100490007	2221
$aRei, Ferdinand,$d1896-1977	ISIK3002	http://viaf.org/viaf/8193149544623100490007	2221
$aReial, Gustav,$d1888-1974	ISIK3003	http://viaf.org/viaf/165534398	2222
$aReichmann, Jaak,$d1874-1945	ISIK3006	http://viaf.org/viaf/7267149544615900490002	2225
$aDido, Andres,$d1855-1921	ISIK301	http://viaf.org/viaf/88229237	2229
$aReier, Herman Voldemar,$d1878-1951	ISIK3010	http://viaf.org/viaf/7429149544616900490001	2230
$aReim, Tõnu,$d1853-1938	ISIK3019	http://viaf.org/viaf/8312149544624000490000	2239
$aReiman, Aleksei,$d1876-?	ISIK3022	""	2243
$aReiman, Hugo,$d1887-1957	ISIK3023	http://viaf.org/viaf/7131152684029623430007	2244
$aReiman, Ilmar,$d1906-1930	ISIK3024	http://viaf.org/viaf/81149542815500301790	2245
$aReiman, Marie,$d1878-1963	ISIK3026	http://viaf.org/viaf/1149542923200302682	2247
$aReiman, Villem,$d1861-1917	ISIK3027	http://viaf.org/viaf/66456890	2248
$aReimann, E.	ISIK3030	""	2252
$aReinaste, Karl,$d1891-1942	ISIK3034	http://viaf.org/viaf/2725149544580700490008	2256
$aReindorf, Arnold,$d1897-?	ISIK3038 ISIK3039	""	2260
$aReinhold, Jaan,$d1905-?	ISIK3043	""	2265
$aReinik, Mart,$d1862-1940	ISIK3044	http://viaf.org/viaf/3149542837000301990	2266
$aReining, Eduard,$d1899-1987	ISIK3045	http://viaf.org/viaf/9801149544634800490008	2267
$aReinson, M	ISIK3049	""	2271
$aReintalu, Johannes,$d1875-1945	ISIK3051	http://viaf.org/viaf/32432777	2274
$aReintam, Julius Eduard,$d1883-1965	ISIK3052	""	2275
$aReinthal, Carl,$d1797-1872	ISIK3054	http://viaf.org/viaf/207892275	2277
$aReinvald, Ado,$d1847-1922	ISIK3057	http://viaf.org/viaf/304971973	2280
$aReinvald, Jaan,$d1857-1900	ISIK3058	http://viaf.org/viaf/6149542842400301952	2281
$aReinvald, Jüri,$d1853-1913	ISIK3059	http://viaf.org/viaf/15153409740341582033	2282
$aReisik, Marie,$d1887-1941	ISIK3064	http://viaf.org/viaf/6379149544609400490008	2288
$aReitav, Karl,$d1897-1961	ISIK3068	http://viaf.org/viaf/83634074	2292
$aDepman, Johan,$d1889-1961	ISIK307	""	2294
$aRemmelg, Jüri,$d1859-?	ISIK3070	""	2295
$aLillendal, Oskar,$cpseud.,$d1906-1982	ISIK3071	http://viaf.org/viaf/1112298	2296
$aRemmelgas, Jüri,$d1906-1982	ISIK3071	http://viaf.org/viaf/1112298	2296
$aRenning, Anatol,$d1905-?	ISIK3074	""	2299
$aRenning, Rudolf,$d1878-1961	ISIK3075	http://viaf.org/viaf/3567149544587300490000	2300
$aRennit, A	ISIK3076	http://viaf.org/viaf/1660149544572100490002	2301
$aRennit, Andres,$d1860-1936	ISIK3076	http://viaf.org/viaf/1660149544572100490002	2301
$aRennit, Endel,$d1911-1966	ISIK3077	""	2302
$aRennit, Johannes,$d1862-1923	ISIK3078	http://viaf.org/viaf/989149544567200490000	2303
$aDiesfeld, Johann,$d1820-u.1872	ISIK308	http://viaf.org/viaf/2149542620300300826	2305
$aReose, Valentin,$d1912-1987	ISIK3080	""	2306
$aRezold, Agnes	ISIK3084	""	2310
$aRezold, Joosep Robert,$d1847-1909	ISIK3085	http://viaf.org/viaf/9152380009601761628	2311
$aRiiberk, Nikolai,$d1900-1942	ISIK3088	http://viaf.org/viaf/82149542775100301363	2314
$aRiis, Jüri,$d1893-1961	ISIK3089 VEPER40	http://viaf.org/viaf/27149542912800302281	2315
$aDietzel, Max	ISIK309	""	2316
$aRiisenberg, Jaan	ISIK3090	""	2317
$aRiisenberg, Jaan,$d1895-1922	ISIK3090	""	2317
$aRiisna, Eduard,$d1898-1990	ISIK3092 VEPER1239	http://viaf.org/viaf/5509148814308145330008	2319
$aRikand, Hindrek,$d1874-1940	ISIK3094	http://viaf.org/viaf/1546155769084727880001	2321
$aRinck (Rink), Hans	ISIK3098	""	2325
$aRinck, Hans	ISIK3098	""	2325
$aRink, H.	ISIK3098	""	2325
$aRink, Hans	ISIK3098	""	2325
$aAhas, Eduard,$d1901-1944	ISIK31	http://viaf.org/viaf/9354149544631500490002	2327
$aRinne, L.	ISIK3100 VEPER2469	http://viaf.org/viaf/13313762	2329
$aRinne, Leo,$d1892-1976	ISIK3100 VEPER2469	http://viaf.org/viaf/13313762	2329
